titre,entreprise,lieu,pays,salaire_min,salaire_max,salaire_devise,remote,contrat,description,lien,date_offre,date_scraping,source
Machine Learning Engineer H/F,BNP Paribas,Nantes,FR,,,EUR,False,À plein temps,"Missions, équipe et environnement de travail, ça donne quoi ?
Au sein du Groupe, la Banque Commerciale en France (BCEF) accélère sa stratégie autour de l’Intelligence Artificielle pour accompagner toutes ses lignes métiers : Retail, Corporate, Banque Privée, Opérations et Fonctions centrales.
Au cœur de cette dynamique, l’IA Factory, intégrée à la DSI de BCEF, déploie à grande échelle des solutions innovantes d’IA générant de la valeur : amélioration de l’efficacité opérationnelle, création de n",https://group.bnpparibas/emploi-carriere/offre-emploi/machine-learning-engineer-h-f-1,2026-03-28,2026-04-24,jsearch
Machine Learning Engineer,WHIZE,Neuilly-sur-Seine,FR,,,EUR,False,À plein temps,"Welcome To The World Of Whizdom !

Offre d'emploi pour un CDI : Développeur Machine learning (ML)

WHIZE est spécialisée dans le développement de solutions sur mesure en architecture Serverless (Azure, AWS) et de solutions basées sur l'écosystème Microsoft 365 (SharePoint, Teams, Power Platform).

Vos missions :
• Développement d’application en lien avec l’exploitation de modèles de types machine learning : prédictions de consommation, maintenance prédictive de nos infrastructures (canalisations",https://fr.linkedin.com/jobs/view/machine-learning-engineer-at-whize-4402732131,2026-04-17,2026-04-24,jsearch
Machine Learning Engineer - confirmé F/H,ATOS,Saint-André-lez-Lille,FR,,,EUR,False,À plein temps,"Le poste en quelques mots : Vous aimez concevoir des modèles de Machine Learning… mais surtout les voir fonctionner en production ?Et si votre expertise IA servait des produits digitaux concrets, à grande échelle ? En tant que Machine Learning Engineer H/F, vous intervenez au cœur de projets data et IA avancés, dans des environnements cloud GCP industrialisés. Vous jouez un rôle clé dans le déploiement, l’automatisation et la fiabilité des solutions de Machine Learning, tout en contribuant à l’é",https://www.jobijoba.com/fr/annonce/54/c85d53e8a6c5a0bb10c5e613dfd01ce4,2026-04-19,2026-04-24,jsearch
Machine Learning Engineer - confirmé (H/F),Atos,Lille,FR,,,EUR,False,À plein temps,"Le poste en quelques mots :

Vous aimez concevoir des modèles de Machine Learning… mais surtout les voir fonctionner en production ?
Et si votre expertise IA servait des produits digitaux concrets, à grande échelle ?

En tant que Machine Learning Engineer H/F , vous intervenez au cœur de projets data et IA avancés, dans des environnements cloud GCP industrialisés. Vous jouez un rôle clé dans le déploiement, l’automatisation et la fiabilité des solutions de Machine Learning, tout en contribuant à",https://www.welcometothejungle.com/fr/companies/atos/jobs/machine-learning-engineer-confirme-h-f_lille,2026-03-31,2026-04-24,jsearch
"Machine Learning Engineers / Paris | Paris, FR | Flexible",Eka Finance,Paris,FR,,,EUR,False,À plein temps,"Role :- 

Design state-of-the-art machine learning algorithms tailored to the company’s unique latency and scalability demands. 

Analyse large datasets, identify prediction and classification challenges, propose solutions, build prototypes, and stay current on the latest research. 

Explore new academic and industrial machine learning and modelling techniques, applying them within the company. 

Requirements :- 

You have a Master’s or PhD in Machine Learning, Computer Science, or a r",https://www.efinancialcareers.fr/emploi-France-Paris-Machine_Learning_Engineers__Paris.id24069527,2026-04-01,2026-04-24,jsearch
"Data Scientist / Machine Learning Engineer Confirmé F/H - Système, réseaux, données (H/F)",ONEY BANK,Croix,FR,,,EUR,False,À plein temps,"Quelles sont les missions ?
Descriptif du poste:

Poste et missions

Être Data Scientist / ML Engineer chez Oney, pourquoi c'est mieux ?
Plus qu'un poste.une mission pour vous ! Et quelle mission !

Dans le cadre de sa feuille de route IA, Oney développe et accélère l'intégration du Machine & Deep Learning, du NLP et des solutions d'IA Génératives afin de capitaliser sur l'exploitation des données, l'optimisation des processus opérationnels et l'amélioration de l'expérience client.

Au sein du p",https://emploi.lefigaro.fr/offres-emploi/156534507749967482,2026-04-19,2026-04-24,jsearch
ML Engineer / Lead ML Engineer (H/F),Tilencia,Paris,FR,,,EUR,False,À plein temps,"Description de l'entreprise

Tilencia est une société de conseil spécialisée dans les activités de Cybersécurité et de DevOps.

Notre ADN et nos valeurs :
• L'humain au centre
• Détection de talents
• Suivi, coaching
• Solutions cousues main

Et surtout prendre du plaisir ;)

Description du poste

Contexte

Notre client renforce sa Direction Data et crée une équipe dédiée au machine learning en production et aux systèmes de recommandation, afin d'améliorer la personnalisation de l'expérience uti",https://lesjeudis.com/fr/job/ml-engineer-lead-ml-engineer-hf-416883,2026-04-09,2026-04-24,jsearch
"Machine Learning Engineer | Paris, FR",Sia,Paris,FR,,,EUR,False,À plein temps,"Machine Learning Engineer

{""description"": "" Description de l'entreprise 

Sia est un groupe international de conseil en management de nouvelle g\u00e9n\u00e9ration, fond\u00e9 en 1999. N\u00e9s \u00e0 l'\u00e8re du digital, nous sommes augment\u00e9s par la data, enrichis par la cr\u00e9ativit\u00e9 et guid\u00e9s par la responsabilit\u00e9. Nous collaborons avec nos clients pour relever les d\u00e9fis et saisir les opportunit\u00e9s. Dans un monde en pleine mutation, nous croyons que l'opt",https://www.efinancialcareers.fr/emploi-France-Paris-Machine_Learning_Engineer.id24119851,2026-04-13,2026-04-24,jsearch
Senior Ml Engineer,MP Data,Toulouse,FR,,,EUR,False,À plein temps,"MP DATA est un cabinet de conseil spécialisé dans l'accompagnement de projets Data et IA de bout en bout. Nous renforçons actuellement notre équipe pour intervenir sur des projets industriels de grande envergure, notamment pour le compte d'acteurs majeurs de l'aéronautique.

En tant que Machine Learning Engineer (MLE), vous rejoindrez la Digital Innovation Team de l'un de nos clients stratégiques. Votre mission principale sera de transformer une architecture RAG existante en une véritable Factor",https://fr.trabajo.org/offre-5523-4e2516eab3a6584571b0e806c1bde4d7,2026-04-21,2026-04-24,jsearch
Project-Based ML Engineer — AI Systems & GenAI,Mindrift,Lyon,FR,,,EUR,False,À plein temps,"Mindrift seeks contributors for project-based AI opportunities, focusing on testing and improving AI systems. Candidates should have over 5 years of machine learning experience and excellent Python skills for data science. The role involves designing computational STEM problems and verifying solutions. Compensation is based on contribution levels, with rates up to $58/hour, based on project complexity and expertise, requiring around 10-20 hours per week during active phases.
#J-18808-Ljbffr",https://fr.whatjobs.com/jobs/project--based-ml-engineer-%E2%80%94-ai/lyon-rhone-alpes?id=141424539,2026-04-22,2026-04-24,jsearch
ML Engineer confirmé H/F,BNP Paribas,Montreuil,FR,,,EUR,False,À plein temps,"ML Engineer confirmé H/F

Au quotidien ça donne quoi ?
En tant que MLOps Engineer, vous serez responsable de la mise en place, de la gestion et de l'optimisation des pipelines de machine learning pour assurer la qualité, la frugalité et la conformité des modèles d'IA. Vous travaillerez en étroite collaboration avec les équipes de data science et d'ingénierie pour garantir le déploiement efficace et sécurisé des modèles d'IA dans les environnements de production.
Vos responsabilités seront les su",https://group.bnpparibas/emploi-carriere/offre-emploi/ml-engineer-confirme-h-f-2,2026-03-31,2026-04-24,jsearch
Machine Learning Engineer (F/H/X) - Eviden,ATOS,Les Clayes-sous-Bois,FR,,,EUR,False,À plein temps,"Bienvenue chez Eviden, acteur clé du numérique de prochaine génération et leader mondial du cloud, du calcul avancé et de la sécurité !

Eviden opère dans tous les secteurs d’activité, et fait rayonner son expertise sur l’ensemble du continuum numérique.

Nous rejoindre, c’est à la fois une opportunité exaltante de contribuer au futur de la tech et d’agir pour le bien commun, tout en bénéficiant d’un environnement équitable et inclusif, entouré d’experts de haut niveau !

Aujourd’hui, et pour",https://www.jobijoba.com/fr/annonce/54/8485c3d0d45b4c558871b06c9dbc4dbe,2026-04-19,2026-04-24,jsearch
Machine Learning Engineer – MLOps & Plateforme Data/IA (IT) / Freelance,Free-Work,L'Échelle,FR,,,EUR,False,À plein temps,"ph3 Contexte /h3 pDans le cadre du développement d’une plateforme Data IA à l’échelle internationale, un acteur majeur renforce ses équipes afin de structurer et industrialiser ses pratiques bMLOps /b. /p pL’objectif est de faciliter le déploiement, l’exploitation et la scalabilité des modèles de machine learning, tout en garantissant leur intégration fluide au sein des produits digitaux. /p pVous interviendrez dans un environnement moderne, orienté bcloud, automatisation et intelligence artific",https://fr.jobrapido.com/jobpreview/5310503489128890368,2026-04-22,2026-04-24,jsearch
Machine Learning Engineer - Confirmé F/H,Matmut,,,,,EUR,False,À plein temps,"À la Matmut, nous n'exerçons pas juste un métier. Pour nous, sens et ambition sont indissociables. Nous rendons l'assurance accessible et équitable grâce à notre modèle mutualiste. Responsabilité, proximité, efficacité nous guident pour satisfaire chaque jour nos clients sociétaires. C'est aussi ce qui vous anime ?

PAS JUSTE UN QUOTIDIEN !

Afin de renforcer sa performance opérationnelle, d'améliorer l'expérience de ses sociétaires et d'optimiser l'efficacité de ses métiers, le Groupe Matmut ac","https://www.glassdoor.fr/job-listing/machine-learning-engineer-confirm%C3%A9-f-h-matmut-JV_IC3090388_KO0,38_KE39,45.htm?jl=1009997715023",2026-04-14,2026-04-24,jsearch
Ingénieur intelligence artificielle - AI/ML Engineer,"GE Vernova, Inc.",Villeurbanne,FR,,,EUR,False,À plein temps,"Job Description Summary
Are you an experienced, passionate, and results-oriented Artificial Intelligence and Machine Learning (AI/ML) Engineer ready to drive innovation in the critical field of Power Transmission? We are seeking a talented individual to design, develop, and deploy cutting-edge AI/ML solutions that optimize our operations, enhance product performance, and unlock new opportunities within our Power Transmission business (PT). In this pivotal role, you will be instrumental in transf",https://lesjeudis.com/job/ingenieur-intelligence-artificielle-aiml-engineer-407714,2026-03-28,2026-04-24,jsearch
"Offre n° 1580753 Data Scientist / Machine Learning Engineer Confirmé F/H - Système, réseaux, données (H/F)",ONEY BANK,Croix,FR,,,EUR,False,Stage,"Descriptif du poste: Poste et missions Être Data Scientist / ML Engineer chez Oney, pourquoi c'est mieux ? Plus qu'un poste.une mission pour vous ! Et quelle mission ! Dans le cadre de sa feuille de route IA, Oney développe et accélère l'intégration du Machine &

• Deep Learning, du NLP et des solutions d'IA Génératives afin de capitaliser sur l'exploitation des données, l'optimisation des processus opérationnels et l'amélioration de l'expérience client. Au sein du pôle Data Science du départeme",https://bebee.com/fr/jobs/offre-n-1580753-data-scientist-machine-learning-engineer-confirme-systeme-reseaux-donnees-oney-bank---techmap_fr_1580753,2026-04-16,2026-04-24,jsearch
Machine Learning Engineer sénior (F/H),Luminess,Rennes,FR,,,EUR,False,À plein temps,"Acteur majeur de l'écosystème numérique français, nos équipes conjuguent expertise et connaissance métier large à un savoir-faire technologique robuste. Luminess s'appuie sur cette alliance : technologies et compétences métiers pour proposer des solutions adaptées à l'évolution des besoins de nos clients et leur permettre ainsi de sublimer leur promesse client.

BPO, IA, RPA, l'automatisation des processus associée à une supervision humaine tout au long de nos workflows assurent un haut niveau d",https://fr.indeed.com/viewjob?jk=f158ff09df0e6ca0,2026-03-26,2026-04-24,jsearch
Machine Learning Engineer – MLOps,Free-Work,Lille,FR,,,EUR,False,À plein temps,"🎯 Contexte

Dans le cadre du développement d’une plateforme Data & IA à l’échelle internationale, un acteur majeur renforce ses équipes afin de structurer et industrialiser ses pratiques MLOps.

L’objectif est de faciliter le déploiement, l’exploitation et la scalabilité des modèles de machine learning, tout en garantissant leur intégration fluide au sein des produits digitaux.

Vous interviendrez dans un environnement moderne, orienté cloud, automatisation et intelligence artificielle, incluant",https://fr.trabajo.org/offre-4112-a033ab7c815a7bcb16449422196b210a,2026-04-18,2026-04-24,jsearch
Machine Learning Engineer  (H/F) | Stage,Liora,Courbevoie,FR,,,EUR,False,Stage,"Le MLOps est aujourd’hui incontournable pour industrialiser les projets de Machine Learning. Il permet de :
• Automatiser le cycle de vie complet des modèles ML

• Garantir la reproductibilité et la qualité des modèles

• Faciliter la collaboration entre Data Scientists et équipes métier

• Accélérer le passage de l’expérimentation à la production.

Au sein de l’équipe Machine Learning Engineering du pôle Data Science, vous serez amenés à intervenir sur les parcours Machine Learning Engineer (en",https://www.welcometothejungle.com/fr/companies/datascientest/jobs/machine-learning-engineer-formateur-h-f-stage_puteaux,2026-04-22,2026-04-24,jsearch
Data Scientist | Machine Learning Engineer – Practice IA MARGO,Margo-Group,Paris,FR,,,EUR,False,À plein temps,"Qui sommes nous ?

Chez MARGO, nos consultants travaillent sur ce qui compte vraiment : des projets complexes qui allient challenge intellectuel et impact business réel.

C’est pourquoi nous accompagnons les plus grands acteurs de la finance, de l’industrie et de la tech sur leurs projets les plus stratégiques en Data Science, Machine Learning et Intelligence Artificielle.

Pourquoi rejoindre la practice IA ?

Vous évoluerez au sein d’une équipe encadrée par Hamza Bouanani, Practice Manager IA c",https://jobs.hugodecrypte.com/entreprises/margo-group/offres/data-scientist-machine-learning-engineer-practice-ia-margo-paris-france,2026-03-25,2026-04-24,jsearch
DS / ML Engineer (confirmé) : Sud-Est,MP DATA,Boulogne-Billancourt,FR,,,EUR,False,À plein temps,"Nous recherchons un profil de Data Scientist / ML Engineer confirmé pour renforcer notre équipe Data Industrie dans le Sud-Est de la France. Vous interviendrez sur plusieurs étapes de projets Data/IA notamment sur la mise à disposition de données métiers au travers de solutions de Deep Learning et de Computer Vision.
Vos responsabilités incluront :
• L’automatisation du déploiement et l’orchestration des services.

• Participation à la veille techno, aux choix d’outils et à l’amélioration contin",https://www.welcometothejungle.com/fr/companies/mp-data/jobs/ml-engineer-experimente_boulogne-billancourt,2026-04-13,2026-04-24,jsearch
AI Software Engineer (Angular / .NET),Hubvisory,Paris,FR,,,EUR,False,À plein temps,"Contexte de la mission
Dans le cadre d’un programme d’accélération stratégique, vous rejoignez une équipe produit d’une dizaine de personnes avec un objectif clair : augmenter drastiquement la productivité
de développement grâce à l’IA.

Le principal enjeu consiste à lever un goulet d’étranglement critique lié à la réécriture d’un front-end Angular, estimée aujourd’hui à plus de 300 jours, en s’appuyant sur des approches de développement assistées par IA de nouvelle génération.

Vos missions
Int",https://fr.linkedin.com/jobs/view/ai-software-engineer-angular-net-at-hubvisory-4402444243,2026-04-22,2026-04-24,jsearch
Deep Learning Engineer,Groupe Aptenia,Paris,FR,,,EUR,False,Prestataire,"📍 Localisation : Paris (2j/semaine sur site)
📅 Démarrage : ASAP
⏳ Durée : 6 mois minimum
🔍 Nous recherchons un Deep Learning Engineer expérimenté dans un contexte à forte dimension technologique.
🎯 Vos missions principales✅ Développer, entraîner et tester des modèles de Deep Learning (Computer Vision)
✅ Travailler sur des données d'imagerie aérospatiale
✅ Contribuer à la mise en production des modèles
✅ Participer à l’amélioration de la stack MLOps (CI/CD, industrialisation)
✅ Collaborer au sein",https://www.free-work.com/fr/tech-it/data-engineer/job-mission/deep-learning-engineer,2026-04-08,2026-04-24,jsearch
Senior ML Engineer - F/H,ChapsVision,Paris,FR,,,EUR,False,Stage,"Présentation de ChapsVision
Fondé en 2019, ChapsVision est un éditeur de logiciels français en forte croissance, membre du NEXT40 de la French Tech, regroupant les 40 start‑ups les plus prometteuses.

Avec plus de 1200 collaborateurs et 1000 clients grands comptes et régaliens, ChapsVision ambitionne de devenir un leader européen du traitement souverain de la donnée.

Nos produits allient intelligence artificielle, analyse de données et performance technologique pour aider nos clients à mieux ex",https://bebee.com/fr/jobs/senior-ml-engineer-chapsvision-paris--talent-1a0971ded7e6,2026-04-11,2026-04-24,jsearch
Senior Machine Learning Engineer - AI Initiatives (W/M/NB),Ubisoft,Paris,FR,,,EUR,False,À plein temps,"Description de l'entreprise

Ubisoft est un leader mondial du jeu vidéo, avec des équipes réparties aux quatre coins du monde qui créent des expériences de jeu originales et mémorables, de Assassin's Creed à Rainbow Six, en passant par Just Dance et bien d'autres. Nous sommes convaincus que la diversité des points de vue permet à la fois aux joueurs et aux équipes de s'épanouir. Si vous êtes passionné(e) par l'innovation et souhaitez repousser les limites du divertissement, rejoignez-nous pour c",https://lesjeudis.com/fr/job/senior-machine-learning-engineer-ai-initiatives-wmnb-402536,2026-03-27,2026-04-24,jsearch
AI & Machine Learning Engineer,exponentiel.ai,Paris,FR,,,EUR,False,À plein temps,"About The Position

We are currently seeking an AI/Machine Learning Engineer, Manager Consultant to join our team at Exponential AI. In this role, you’ll leverage cutting-edge AI and machine learning technologies to design, develop, and implement solutions for complex, real-world challenges. You will work closely with clients across various industries, applying advanced analytics and AI techniques to bring scalable, innovative solutions to life. As part of our mission, you’ll collaborate with di",https://fr.linkedin.com/jobs/view/ai-machine-learning-engineer-at-exponentiel-ai-4398277226,2026-04-07,2026-04-24,jsearch
Lead Machine Learning Engineer - 70k€-80k€ -Aix-en-Provence - Télétravail partiel -client final- CDI - prime à la signature H/F,Primrecrut,Aix-en-Provence,FR,,,EUR,False,À plein temps,"Donnez un nouveau souffle à votre carrière !

Leader de l'intérim digital en France, notre client te propose de rejoindre une entreprise innovante et en forte croissance. Classée 21ème sur la liste des 1000 entreprises européennes à la croissance la plus rapide, notre client est également la première entreprise française dans ce classement, avec des distinctions telles que le titre de Champion de la croissance 2021 par Les Echos et une place dans le prestigieux classement #FT120 de La French Tec",https://fr.engineering.jobs/fr/emploi/lead-machine-learning-engineer-70keu-80keu-aix-en-provence-teletravail-partiel-client-final-0,2026-04-03,2026-04-24,jsearch
Tech Lead Machine Learning Engineer (F/H/X),Epsilon France,FR,FR,,,EUR,False,À plein temps,"• *Description De L'entreprise**

EPSILON France est l’entité Datamarketing de Publicis Groupe avec 650 experts data, marketing et technologiques et plus de 40 métiers représentés. Avec pour claim « Every Interaction Counts », la mission d’EPSILON est de conjuguer les pouvoirs de la data, du marketing et de la technologie pour rendre les interactions entre les marques et leurs clients toujours plus justes et pertinentes. EPSILON intervient sur l’ensemble des étapes-clé d’un projet de transformat",https://bebee.com/fr/jobs/tech-lead-machine-learning-engineer-epsilon-france-paris-ile-de--theirstack-651389962,2026-03-27,2026-04-24,jsearch
Manager Machine Learning Engineer - Conseil H/F,CGI,Paris,FR,,,EUR,False,À plein temps,"Détail du poste
Manager Machine Learning Engineer / Conseil - F/H

Description de poste
CGI Business Consulting est le partenaire stratégique des entreprises et des organisations dans leur transformation digitale. Forts de l'appui d'un grand groupe et d'une dynamique entrepreneuriale, nous accompagnons nos clients dans l'exploitation des opportunités offertes par la Data et l'Intelligence Artificielle.

Notre équipe en forte croissance recherche des talents ambitieux et passionnés, désireux de r",https://www.hellowork.com/fr-fr/emplois/73632906.html,2026-04-14,2026-04-24,jsearch
AI Founding Engineer,Bazylic,Paris,FR,,,EUR,False,À plein temps,"Nous accompagnons une startup AI parisienne en early stage qui construit une plateforme établie sur des agents d’intelligence artificielle capables d’automatiser des workflows métier complexes.

Le produit s’attaque à un secteur européen important mais encore très peu outillé technologiquement, dans lequel une grande partie du travail repose aujourd’hui sur :
• l’analyse de documents complexes
• la production de comparatifs
• la structuration d’informations provenant de multiples sources
• la gé",https://fr.linkedin.com/jobs/view/ai-founding-engineer-at-bazylic-4405206208,2026-04-22,2026-04-24,jsearch
Senior Machine Learning Engineer: ML Recall,Jobgether,Saint-Martin-Lacaussade,FR,,,EUR,False,À plein temps,"Senior Machine Learning Engineer: ML Recall in France
This role sits at the core of a next‑generation e‑commerce search and discovery platform that operates at massive global scale. You will be responsible for building and optimizing machine learning systems that directly impact relevance, recall, and business‑critical outcomes such as conversion and revenue.

Working on cutting‑edge transformer‑based and multimodal models, you will help shape how users discover products across search, recommend",https://www.jobilize.com/job/fr-nouvelle-aquitaine-saint-martin-lacaussade-senior-machine-learning-psyg0s,2026-04-23,2026-04-24,jsearch
Team Lead Machine Learning Engineer - H/F/NB - Parisot,Ubisoft,Parisot,FR,,,EUR,False,À plein temps,"En nous rejoignant sur ce poste, vous intégrerez une équipe multidisciplinaire (data, programmation, game & narrative design, animation, etc.), guidée par une question simple et ambitieuse : parmi toutes les possibilités offertes par l’IA générative, lesquelles sont réellement intéressantes et fun pour le gameplay ?L’équipe a pour mission de tester de nouvelles expériences auprès de joueurs et joueuses, et d’équiper les créateur·rices pour imaginer des interactions plus dynamiques, immersives et",https://www.directemploi.com/candidatOffre/53768678,2026-04-19,2026-04-24,jsearch
